ID,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine(cc),Power(bhp),Seats,Price(in 10000$)
735,Maruti Baleno Zeta 1.3,2018,25433,Diesel,Manual,First,27.39 kmpl,1248,74,5,7.83
736,Tata Safari Storme 2012-2015 LX,2015,40611,Diesel,Manual,First,14.0 kmpl,2179,138.1,7,8.15
737,Hyundai Accent GLS,2008,72000,Petrol,Manual,Second,13.2 kmpl,1495,94,5,2
738,Maruti Swift LDI SP Limited Edition,2016,54631,Diesel,Manual,First,25.2 kmpl,1248,74,5,6.25
739,Maruti Swift VDI BSIV,2007,60000,Diesel,Manual,Second,17.8 kmpl,1248,null ,5,3.4
740,Tata Nano XTA,2016,24941,Petrol,Automatic,First,21.9 kmpl,624,37.48,4,3.19
741,Maruti Ertiga VDI,2017,63939,Diesel,Manual,First,25.47 kmpl,1248,88.5,7,7.75
742,Maruti Celerio VXI AMT,2014,35214,Petrol,Automatic,Second,23.1 kmpl,998,67.04,5,3.2
743,Maruti Swift VDI BSIV,2015,63000,Diesel,Manual,First,25.2 kmpl,1248,74,5,4.9
744,Volkswagen Vento Petrol Highline,2012,121377,Petrol,Manual,First,15.04 kmpl,1598,103.6,5,3.8
745,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,100970,Diesel,Automatic,First,15.5 kmpl,1896,105,5,4
746,Mini Cooper 5 DOOR D,2014,60000,Diesel,Automatic,Second,20.7 kmpl,1496,113.98,5,23.5
747,Tata Indica V2 DLS,2008,77650,Diesel,Manual,First,17.2 kmpl,1396,53.5,5,1.15
748,Hyundai Santro Xing XO,2007,71297,Petrol,Manual,First,17.0 kmpl,1086,null ,5,2.2
749,Land Rover Range Rover 3.0 D,2008,55001,Diesel,Automatic,Second,0.0 kmpl,90,90,90,26.5
750,Honda City i-VTEC CVT VX,2015,18955,Petrol,Automatic,First,18.0 kmpl,1497,117.3,5,10.65
751,Jaguar XF 2.2 Litre Luxury,2016,47877,Diesel,Automatic,First,16.36 kmpl,2179,187.7,5,35.68
752,Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,43368,Diesel,Automatic,First,15.0 kmpl,2143,204,5,31.94
753,Chevrolet Cruze LTZ,2011,73000,Diesel,Manual,Third,18.3 kmpl,1991,147.9,5,4.2
754,Mahindra XUV500 W8 2WD,2015,72007,Diesel,Manual,First,15.1 kmpl,2179,140,7,9.9
755,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2014,56778,Petrol,Automatic,First,11.74 kmpl,1796,186,5,15.46
756,Honda Jazz VX,2018,20024,Petrol,Manual,First,18.2 kmpl,1199,88.7,5,8.46
757,Toyota Etios G,2013,42103,Petrol,Manual,First,16.78 kmpl,1496,88.73,5,3.25
758,Maruti Alto LXi BSIII,2012,67147,Petrol,Manual,First,19.7 kmpl,796,46.3,5,2.6
759,Maruti Swift VXI BSIV,2016,37806,Petrol,Manual,First,20.4 kmpl,1197,81.8,5,5.2
760,Maruti A-Star Vxi,2009,85000,Petrol,Manual,Third,19.0 kmpl,998,66.1,5,1.8
761,Tata Nano Lx BSIV,2011,35000,Petrol,Manual,First,25.4 kmpl,624,37.48,4,1.6
762,Ford Figo Titanium Diesel,2015,72035,Diesel,Manual,First,25.5 kmpl,1498,99,5,2.5
763,Fiat Linea Emotion,2011,48500,Petrol,Manual,First,16.0 kmpl,1368,90,5,2.5
764,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,28854,Petrol,Manual,First,18.16 kmpl,1196,86.8,5,6.7
765,Maruti Baleno LXI,2005,92450,Petrol,Manual,First,15.4 kmpl,1590,94,5,1.2
766,BMW 3 Series 320d Luxury Line,2016,14351,Diesel,Automatic,First,18.88 kmpl,1995,184,5,35.55
767,Chevrolet Cruze LTZ,2017,51087,Diesel,Manual,First,17.9 kmpl,1998,163.7,5,7.75
768,Mahindra Scorpio 2.6 DX,2005,50000,Diesel,Manual,First,12.7 kmpl,2609,116.6,8,1.94
769,Tata Indica V2 eLS,2016,73000,Diesel,Manual,First,25.0 kmpl,1396,69,5,2.2
770,Chevrolet Cruze LTZ AT,2011,60000,Diesel,Automatic,First,18.1 kmpl,1991,147.9,4,3.8
771,Toyota Innova 2.5 V Diesel 8-seater,2016,50000,Diesel,Manual,First,12.8 kmpl,2494,102,8,15.65
772,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,36797,Diesel,Automatic,First,19.27 kmpl,2143,167.62,5,39.47
773,Maruti Ritz VXi,2011,50000,Petrol,Manual,Second,18.5 kmpl,1197,85.8,5,1.5
774,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,2013,94000,Diesel,Manual,First,12.8 kmpl,2494,102,8,8.85
775,Toyota Fortuner 4x4 MT,2013,74000,Diesel,Manual,Second,12.55 kmpl,2982,168.5,7,17.9
776,Hyundai i10 Sportz AT,2014,41016,Petrol,Automatic,Second,16.95 kmpl,1197,78.9,5,5.08
777,Hyundai Verna 1.6 SX,2012,67000,Diesel,Manual,First,22.32 kmpl,1582,126.32,5,6.25
778,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2015,76927,Diesel,Automatic,First,15.73 kmpl,1968,174.33,5,22.75
779,Chevrolet Beat LS,2010,17088,Petrol,Manual,First,18.6 kmpl,1199,79.4,5,1.46
780,Ford Fiesta 1.4 Duratorq ZXI,2007,112808,Diesel,Manual,Second,17.8 kmpl,1399,68,5,2.05
781,Ford Figo Diesel EXI,2014,74980,Diesel,Manual,First,20.0 kmpl,1399,68,5,4.08
782,Maruti Celerio VXI AT,2014,44600,Petrol,Automatic,First,23.1 kmpl,998,67.04,5,4.55
783,Mercedes-Benz A Class A180 CDI,2013,37000,Diesel,Automatic,First,20.0 kmpl,2143,107.3,5,14
784,Hyundai Creta 1.6 SX,2016,21000,Petrol,Manual,First,15.8 kmpl,1591,121.3,5,10.9
785,Maruti Wagon R VXI BS IV,2010,81245,Petrol,Manual,First,18.9 kmpl,998,67.1,5,2.45
786,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,70000,Diesel,Automatic,First,10.0 kmpl,2148,170,5,15.8
787,Ford EcoSport 1.5 Ti VCT MT Titanium BE,2017,4018,Petrol,Manual,First,18.88 kmpl,1499,110.4,5,8.25
788,Renault Koleos 2.0 Diesel,2013,70000,Diesel,Automatic,Second,13.73 kmpl,1995,148,5,8.5
789,Mahindra XUV500 W10 2WD,2016,56532,Diesel,Manual,First,16.0 kmpl,2179,140,7,15.54
790,Maruti Omni E 8 Str STD,2013,26875,Petrol,Manual,First,16.8 kmpl,796,34.2,8,2.35
791,Maruti Wagon R VXI,2015,72599,Petrol,Manual,First,22.5 kmpl,998,67.04,5,4.32
792,Ford Endeavour XLT TDCi 4X2,2008,205000,Diesel,Manual,Second,13.1 kmpl,2499,141,7,3.9
793,Hyundai Verna 1.6 SX,2011,98000,Diesel,Manual,Second,22.32 kmpl,1582,126.32,5,5.2
794,Hyundai i20 Magna 1.2,2018,19500,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,5.85
795,Maruti Ertiga ZXI,2013,68000,Petrol,Manual,Second,16.02 kmpl,1373,93.7,7,6.25
796,Mahindra XUV500 W9 AT,2019,19654,Diesel,Automatic,First,14.0 kmpl,2179,155,7,17.63
797,Maruti SX4 S Cross DDiS 200 Zeta,2017,26000,Diesel,Manual,First,23.65 kmpl,1248,88.5,5,9.75
798,Mercedes-Benz SLK-Class SLK 350,2015,10000,Petrol,Automatic,First,18.1 kmpl,3498,306,2,55
799,Volkswagen Polo Diesel Comfortline 1.2L,2011,75020,Diesel,Manual,First,22.07 kmpl,1199,73.9,5,4.1
800,Toyota Fortuner 4x4 MT,2011,157000,Diesel,Manual,First,12.55 kmpl,2982,168.5,7,11.99
801,Mahindra XUV500 W10 2WD,2017,43773,Diesel,Manual,First,16.0 kmpl,2179,140,7,13.54
802,Mercedes-Benz GLE 250d,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143,201.15,5,56
803,Honda Jazz 1.2 VX i VTEC,2016,23280,Petrol,Manual,First,18.7 kmpl,1199,88.7,5,6.5
804,Maruti Swift Dzire VDI,2013,88000,Diesel,Manual,First,23.4 kmpl,1248,74,5,4.75
805,Hyundai Verna 1.6 SX VTVT,2014,67000,Petrol,Manual,First,17.01 kmpl,1591,121.3,5,5.6
806,Ford Endeavour 3.2 Titanium AT 4X4,2017,59636,Diesel,Automatic,First,10.91 kmpl,3198,197,7,29.2
807,Hyundai i20 1.2 Asta Option,2018,11000,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,6.35
808,Honda City 1.5 V MT Sunroof,2013,60669,Petrol,Manual,First,16.8 kmpl,1497,116.3,5,4.95
809,Honda Amaze VX Diesel,2018,12000,Diesel,Manual,First,27.4 kmpl,1498,98.6,5,8.5
810,Hyundai Verna 1.6 SX VTVT (O),2013,35000,Petrol,Manual,First,17.1 kmpl,1591,121.3,5,4.5
811,Honda Mobilio S i DTEC,2015,65000,Diesel,Manual,First,24.2 kmpl,1498,98.6,7,5.5
812,Maruti Ertiga ZDI,2013,39929,Diesel,Manual,First,20.77 kmpl,1248,88.8,7,6.56
813,Maruti Alto K10 LXI,2014,49000,Petrol,Manual,First,24.07 kmpl,998,67.1,5,2.3
814,Toyota Qualis FS B2,2004,77757,Diesel,Manual,Second,13.1 kmpl,2446,75,10,3.5
815,Hyundai i10 Sportz,2016,21456,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,4.55
816,Skoda Laura 1.9 TDI AT Ambiente,2009,74000,Diesel,Automatic,Second,17.0 kmpl,1896,105,5,7.75
817,Hyundai i20 Asta Option 1.2,2015,37000,Petrol,Manual,Second,18.6 kmpl,1197,81.83,5,5.25
818,BMW 5 Series 2003-2012 530d Highline,2013,108640,Diesel,Automatic,First,11.5 kmpl,2993,235,5,23.29
819,BMW 3 Series 320d M Sport,2016,38000,Diesel,Automatic,First,22.69 kmpl,1995,190,5,23.99
820,Chevrolet Aveo 1.4 LT ABS BSIV,2010,80000,Petrol,Manual,First,14.49 kmpl,1399,92.7,5,1.79
821,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2011,47000,Diesel,Automatic,Second,14.21 kmpl,2143,203,5,13.9
822,Audi A6 2011-2015 2.0 TDI Premium Plus,2013,31000,Diesel,Automatic,First,17.68 kmpl,1968,174.33,5,18.95
823,Maruti Wagon R LXI BS IV,2014,40000,Petrol,Manual,First,20.51 kmpl,998,67.04,5,2.49
824,Renault KWID RXT,2016,4152,Petrol,Manual,First,25.17 kmpl,799,53.3,5,3.15
825,Volkswagen Ameo 1.5 TDI Highline,2017,51000,Diesel,Manual,First,21.66 kmpl,1498,108.62,5,6.45
826,Volkswagen Polo Diesel Comfortline 1.2L,2013,55000,Diesel,Manual,First,22.07 kmpl,1199,73.9,5,4.25
827,Maruti Alto 800 LXI,2014,58500,Petrol,Manual,First,22.74 kmpl,796,47.3,5,2.75
828,Hyundai i20 Asta Option 1.2,2017,58620,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,7.14
829,Toyota Etios Liva G,2012,29605,Petrol,Manual,First,18.3 kmpl,1197,null ,5,2.44
830,Hyundai i20 1.2 Sportz,2012,71172,Petrol,Manual,Third,17.0 kmpl,1197,80,5,3.5
831,Hyundai i20 1.4 Asta,2017,12000,Diesel,Manual,First,22.54 kmpl,1396,88.73,5,7.3
832,Maruti Wagon R LXI Optional,2014,25000,Petrol,Manual,First,20.51 kmpl,998,67.04,5,2.75
833,Hyundai i20 1.4 Asta Option,2017,43000,Diesel,Manual,Second,22.54 kmpl,1396,88.73,5,8.2
834,Volkswagen Polo GT TSI,2015,57022,Petrol,Automatic,First,17.21 kmpl,1197,103.6,5,6.51
835,Ford Figo Diesel Titanium,2015,92000,Diesel,Manual,First,20.0 kmpl,1399,68.05,5,4.25
836,Maruti Swift ZXI,2014,33372,Petrol,Manual,Second,18.6 kmpl,1197,85.8,5,6.21
837,Hyundai Grand i10 CRDi Magna,2016,52625,Diesel,Manual,First,24.0 kmpl,1120,70,5,4.58
838,Mahindra Xylo H4,2016,215000,Diesel,Manual,First,14.02 kmpl,2179,118.3,7,7.5
839,Maruti Alto Green LXi (CNG),2012,65537,CNG,Manual,First,26.83 km/kg,796,38.4,5,2.1
840,Hyundai i10 Magna 1.1,2014,60138,Petrol,Manual,First,19.81 kmpl,1086,68.05,5,4.09
841,Skoda Octavia Elegance 2.0 TDI AT,2014,84000,Diesel,Automatic,First,19.3 kmpl,1968,141,5,10.75
842,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2014,47000,Diesel,Automatic,First,15.97 kmpl,2993,258,7,41.5
843,Maruti Celerio VXI AT,2014,33450,Petrol,Automatic,First,23.1 kmpl,998,67.04,5,4.4
844,Volkswagen Vento Diesel Comfortline,2013,125000,Diesel,Manual,Second,20.54 kmpl,1598,103.6,5,6.25
845,BMW 3 Series 320d Highline,2011,99606,Diesel,Automatic,Second,16.07 kmpl,1995,181,5,10.5
846,Maruti Ertiga ZDI,2014,64000,Diesel,Manual,First,20.77 kmpl,1248,88.8,7,7.25
847,Ford Figo Diesel ZXI,2013,51000,Diesel,Manual,First,20.0 kmpl,1399,68.05,5,3.2
848,Volkswagen Polo 1.2 MPI Highline,2014,57000,Petrol,Manual,First,16.47 kmpl,1198,74,5,3.95
849,Audi A6 3.0 TDI quattro,2009,48040,Diesel,Automatic,Second,16.77 kmpl,2967,241.38,5,12.07
850,Toyota Innova Crysta 2.4 ZX MT,2017,43200,Diesel,Manual,First,13.68 kmpl,2393,147.8,7,18.6
851,Hyundai Verna 1.6 CRDi EX AT,2013,66000,Diesel,Automatic,First,22.32 kmpl,1582,126.3,5,5.7
852,Hyundai Santro Xing GL Plus,2013,31000,Petrol,Manual,First,17.92 kmpl,1086,62.1,5,1.75
853,Audi A4 2.0 TDI,2011,46000,Diesel,Automatic,Second,16.55 kmpl,1968,147.51,5,10.99
854,Audi A4 2.0 TDI,2012,47346,Diesel,Automatic,First,16.55 kmpl,1968,147.51,5,14.5
855,Skoda Laura 1.9 TDI MT Ambiente,2009,100000,Diesel,Manual,First,17.0 kmpl,1896,105,5,3.11
856,Honda CR-V 2.0L 2WD AT,2015,63856,Petrol,Automatic,First,13.7 kmpl,1997,153.86,5,13.96
857,Hyundai Verna 1.6 SX CRDi (O),2015,72996,Diesel,Manual,First,22.32 kmpl,1582,126.32,5,7.11
858,Honda Mobilio RS i DTEC,2014,23000,Diesel,Manual,First,24.5 kmpl,1498,98.6,7,6.9
859,Hyundai i20 1.2 Asta Option,2018,15985,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,7.77
860,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,98000,Diesel,Manual,Second,12.8 kmpl,2494,102,8,5.5
861,Hyundai i20 Magna 1.2,2014,70089,Petrol,Manual,First,18.6 kmpl,1197,81.83,5,5.35
862,Mahindra Bolero VLX BS IV,2011,99000,Diesel,Manual,Second,13.6 kmpl,2523,63,7,4.5
863,Volkswagen Vento 1.5 TDI Comfortline,2014,72000,Diesel,Manual,First,20.34 kmpl,1498,103.2,5,4.75
864,Jaguar XF 2.2 Litre Luxury,2015,44194,Diesel,Automatic,First,16.36 kmpl,2179,187.7,5,32.8
865,Maruti Zen LXi - BS III,2005,102000,Petrol,Manual,First,17.3 kmpl,993,60,5,0.7
866,Mercedes-Benz E-Class Facelift,2018,56652,Diesel,Automatic,First,13.0 kmpl,2987,258,5,50.29
867,Toyota Fortuner 3.0 Diesel,2010,41650,Diesel,Manual,Second,11.5 kmpl,2982,171,7,10.99
868,Hyundai Grand i10 AT Asta,2015,61717,Petrol,Automatic,First,18.9 kmpl,1197,82,5,5.57
869,Hyundai Xcent 1.2 CRDi S,2018,25302,Diesel,Manual,First,25.4 kmpl,1186,73.97,5,5.9
870,Hyundai Creta 1.6 VTVT S,2016,47016,Petrol,Manual,First,15.29 kmpl,1591,121.3,5,9.43
871,Hyundai i10 Sportz,2010,69000,Petrol,Manual,First,20.36 kmpl,1197,78.9,5,2.9
872,Honda Brio S MT,2016,32700,Petrol,Manual,First,19.4 kmpl,1198,86.8,5,3.68
873,Toyota Fortuner 4x2 AT,2015,101337,Diesel,Automatic,First,12.55 kmpl,2982,168.5,7,21.67
874,Audi A4 2.0 TDI Multitronic,2011,59000,Diesel,Automatic,First,16.55 kmpl,1968,140,5,12.5
875,Toyota Innova Crysta 2.8 ZX AT,2018,41736,Diesel,Automatic,First,11.36 kmpl,2755,171.5,7,19.92
876,Honda City i DTEC VX,2014,71649,Diesel,Manual,First,25.1 kmpl,1498,98.6,5,6.75
877,Honda City i DTEC VX,2015,80606,Diesel,Manual,First,25.1 kmpl,1498,98.6,5,6.96
878,Renault KWID 1.0 RXT Optional,2017,63262,Petrol,Manual,First,21.7 kmpl,999,67,5,3.25
879,Maruti Swift DDiS ZDI Plus,2018,5456,Diesel,Manual,First,28.4 kmpl,1248,74,5,8.65
880,Maruti Celerio VXI Optional AMT,2017,7500,Petrol,Automatic,First,23.1 kmpl,998,67.04,5,5
881,Mahindra XUV500 W8 2WD,2011,66000,Diesel,Manual,First,15.1 kmpl,2179,140,7,5.5
882,Hyundai i10 Magna,2010,66770,Petrol,Manual,Second,20.36 kmpl,1197,78.9,5,2.6
883,Hyundai i10 Magna 1.1,2014,58472,Petrol,Manual,First,19.81 kmpl,1086,68.05,5,3.41
884,Maruti Dzire VXI,2011,46687,Petrol,Manual,First,22.0 kmpl,1197,81.8,5,2.7
885,Maruti Grand Vitara AT,2008,77000,Petrol,Automatic,Fourth & Above,9.7 kmpl,1995,163.5,5,5.5
886,Audi TT 40 TFSI,2012,7000,Petrol,Automatic,First,14.33 kmpl,1984,226.6,4,35
887,Mercedes-Benz New C-Class C 200 CGI,2011,48000,Petrol,Automatic,Second,14.74 kmpl,1991,184,5,9.75
888,Nissan Sunny 2011-2014 Diesel XV,2013,47000,Diesel,Manual,First,21.64 kmpl,1461,84.8,5,4.25
889,Maruti Wagon R LXI,2015,51530,Petrol,Manual,First,18.9 kmpl,998,67.1,5,3.2
890,Maruti Swift Dzire ZDI,2014,25789,Diesel,Manual,Second,23.4 kmpl,1248,74,5,6.85
891,Honda Amaze S i-Dtech,2015,48000,Diesel,Manual,First,25.8 kmpl,1498,98.6,5,4.5
892,Maruti Swift ZDI,2012,52000,Diesel,Manual,First,28.4 kmpl,1248,74,5,3.55
893,Hyundai Accent Executive CNG,2010,95637,CNG,Manual,Second,13.2 km/kg,1495,93.7,5,1.9
894,Mahindra Scorpio LX 2.6 Turbo,2008,131000,Diesel,Manual,First,10.5 kmpl,2609,120,7,3.6
895,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,42076,Diesel,Automatic,First,13.0 kmpl,2143,201.1,5,21.8
896,Toyota Fortuner 4x2 Manual,2012,76000,Diesel,Manual,Second,13.0 kmpl,2982,168.5,7,13.5
897,Datsun redi-GO T Option,2016,20487,Petrol,Manual,First,22.7 kmpl,799,53.64,5,2.66
898,Honda City V MT,2010,43000,Petrol,Manual,Second,16.8 kmpl,1497,116.3,5,3.75
899,Toyota Camry Hybrid,2018,17000,Petrol,Automatic,First,19.16 kmpl,2494,158.2,5,32
900,Honda City i DTec V,2016,60805,Diesel,Manual,First,26.0 kmpl,1498,98.6,5,8.07
901,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,2012,58775,Diesel,Manual,First,19.33 kmpl,1968,138.1,5,5.64
902,Audi A6 2011-2015 2.0 TDI,2013,70181,Diesel,Automatic,First,17.68 kmpl,1968,174.33,5,23.99
903,Maruti Ertiga VDI,2016,85827,Diesel,Manual,First,20.77 kmpl,1248,88.76,7,7.5
904,Mercedes-Benz New C-Class C 220 CDI Style,2016,58205,Diesel,Automatic,First,19.27 kmpl,2143,167.62,5,27
905,Maruti Swift Dzire Vdi BSIV,2008,91000,Diesel,Manual,Second,19.3 kmpl,1248,73.9,5,2.85
906,Renault Duster 110PS Diesel RxZ Pack,2012,74000,Diesel,Manual,First,19.01 kmpl,1461,108.45,5,6.35
907,Maruti Ritz VDi,2010,79324,Diesel,Manual,First,21.1 kmpl,1248,73.9,5,3.3
908,Maruti Swift Dzire VXI,2013,38623,Petrol,Manual,First,19.1 kmpl,1197,85.8,5,5
909,Maruti Swift ZDi,2014,59923,Diesel,Manual,First,22.9 kmpl,1248,74,5,6.46
910,Hyundai EON Sportz,2017,23360,Petrol,Manual,First,21.1 kmpl,814,55.2,5,3.75
911,Maruti Zen VXI BSII,2003,61495,Petrol,Manual,Third,17.3 kmpl,993,60,5,1.52
912,Maruti Eeco 7 Seater Standard,2012,56661,Petrol,Manual,First,15.1 kmpl,1196,73,7,3.61
913,Audi Q5 30 TDI quattro Premium,2017,40318,Diesel,Automatic,First,14.16 kmpl,1968,174.3,5,43.74
914,Audi Q3 2.0 TDI,2014,60000,Diesel,Automatic,First,15.73 kmpl,1968,174.33,5,20
915,Smart Fortwo CDI AT,2008,103000,Diesel,Automatic,Second,0.0 kmpl,799,null ,2,3
916,Maruti Swift Dzire VDi,2010,130000,Diesel,Manual,First,19.3 kmpl,1248,73.9,5,3.65
917,Tata Sumo DX,2013,20000,Diesel,Manual,First,14.07 kmpl,1978,83.1,10,5.25
918,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,76000,Diesel,Automatic,First,15.97 kmpl,2993,258,7,58
919,Honda City i-VTEC CVT VX,2015,30000,Petrol,Automatic,First,18.0 kmpl,1497,117.3,5,8.65
920,Tata Indigo eCS eLX BS IV,2015,150000,Diesel,Manual,First,25.0 kmpl,1396,69.01,5,2.5
921,Volkswagen Vento TSI,2014,28000,Petrol,Automatic,First,16.93 kmpl,1197,103.6,5,7.75
922,Maruti Celerio VXI,2015,74000,Petrol,Manual,First,23.1 kmpl,998,67.04,5,4.15
923,Toyota Fortuner 3.0 Diesel,2011,75000,Diesel,Manual,First,11.5 kmpl,2982,171,7,10.85
924,Mitsubishi Outlander 2.4,2010,76000,Petrol,Automatic,Second,11.3 kmpl,2360,170,5,5.53
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2014,64889,Diesel,Automatic,First,15.5 kmpl,1896,105,5,11.5
926,Porsche Cayman 2009-2012 S,2010,10000,Petrol,Manual,First,9.0 kmpl,3436,null ,2,40
927,Hyundai Creta 1.6 CRDi SX,2015,43000,Diesel,Manual,First,19.67 kmpl,1582,126.2,5,9.25
928,Skoda Fabia 1.2 MPI Ambiente Petrol,2011,47490,Petrol,Manual,First,17.5 kmpl,1198,75,5,2.29
929,Ford EcoSport 1.5 TDCi Titanium,2015,80000,Diesel,Manual,First,22.77 kmpl,1498,98.59,5,7
930,Maruti Zen Estilo 1.1 LXI BSIII,2007,60000,Petrol,Manual,Second,18.2 kmpl,1061,64,5,1.65
931,Maruti Ciaz 1.4 Delta,2017,6006,Petrol,Manual,First,20.73 kmpl,1373,91.1,5,8.25
932,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991,181.03,5,9.14
933,Honda Amaze SX i-VTEC,2016,33000,Petrol,Manual,First,17.8 kmpl,1198,86.7,5,6.5
934,Toyota Etios GD,2012,60000,Diesel,Manual,First,23.59 kmpl,1364,null ,5,2.95
935,Renault Duster 85PS Diesel RxL,2015,91000,Diesel,Manual,First,19.87 kmpl,1461,83.8,5,5.75
936,Maruti Wagon R LXI LPG BSIV,2012,72000,LPG,Manual,First,26.2 km/kg,998,58.2,5,2.85
937,Volkswagen Polo Petrol Highline 1.2L,2011,43000,Petrol,Manual,Second,16.47 kmpl,1198,73.9,5,2.1
938,Hyundai Creta 1.6 SX Plus Diesel,2017,63770,Diesel,Manual,First,19.67 kmpl,1582,126.2,5,13.55
939,Jaguar XF Diesel,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993,270.9,5,20.5
940,Jeep Compass 2.0 Limited 4X4,2017,52000,Diesel,Manual,First,16.3 kmpl,1956,170,5,20
941,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,2018,31427,Diesel,Automatic,First,15.68 kmpl,1999,177,5,59.72
942,Maruti Baleno Alpha Diesel,2016,29000,Diesel,Manual,First,27.39 kmpl,1248,74,5,6.5
943,Maruti Ciaz ZDi SHVS,2016,56000,Diesel,Manual,First,28.09 kmpl,1248,88.5,5,7.5
944,Maruti SX4 Vxi BSIII,2007,76000,Petrol,Manual,Second,15.0 kmpl,1586,104.68,5,2.15
945,Hyundai Elantra CRDi SX,2015,53615,Diesel,Manual,First,22.7 kmpl,1582,126.24,5,8.44
946,Mitsubishi Pajero Sport 4X4,2013,132000,Diesel,Manual,First,13.5 kmpl,2477,175.56,7,12.49
947,Volkswagen Ameo 1.2 MPI Comfortline,2017,14800,Petrol,Manual,First,17.0 kmpl,1198,73.75,5,5.48
948,Maruti Ritz VXi,2013,35433,Petrol,Manual,First,18.5 kmpl,1197,85.8,5,4.2
949,Hyundai Verna CRDi SX,2013,82966,Diesel,Manual,First,16.8 kmpl,1493,110,5,7.2
950,Maruti Swift Dzire Tour LDI,2014,96000,Diesel,Manual,First,23.4 kmpl,1248,74,5,4.8
951,Mahindra KUV 100 mFALCON D75 K6,2017,39528,Diesel,Manual,First,25.32 kmpl,1198,77,6,5.83
952,Toyota Innova Crysta 2.4 ZX MT,2018,92056,Diesel,Manual,First,13.68 kmpl,2393,147.8,7,18.39
953,Maruti Baleno Delta 1.2,2016,14930,Petrol,Manual,First,21.4 kmpl,1197,83.1,5,5.85
954,Honda Jazz VX Diesel,2016,38000,Diesel,Manual,First,27.3 kmpl,1498,98.6,5,6.21
955,Hyundai i20 1.2 Asta,2013,71000,Petrol,Manual,First,17.0 kmpl,1197,80,5,3.65
956,Hyundai i20 Sportz Diesel,2012,71000,Diesel,Manual,First,23.0 kmpl,1396,90,5,3.7
957,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,50000,Diesel,Automatic,First,19.27 kmpl,2143,167.62,5,30
958,Hyundai Xcent 1.2 Kappa Base,2016,48163,Petrol,Manual,First,19.1 kmpl,1197,82,5,4.85
959,Hyundai Grand i10 AT Asta,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197,82,5,6.93
960,Maruti Alto 800 VXI,2016,26000,Petrol,Manual,First,22.74 kmpl,796,47.3,5,2.6
961,Chevrolet Sail Hatchback 1.2 LS,2014,37400,Petrol,Manual,First,18.2 kmpl,1199,82.5,5,1.89
962,Mercedes-Benz C-Class Progressive C 220d,2018,8682,Diesel,Automatic,First,0.0 kmpl,1950,194,5,39.5
963,Skoda Superb Elegance 1.8 TSI AT,2012,95000,Petrol,Automatic,First,13.7 kmpl,1798,157.75,5,10
964,Audi A4 2.0 TDI,2009,34000,Diesel,Automatic,First,16.55 kmpl,1968,147.51,5,9.95
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2014,95000,Diesel,Manual,Second,12.8 kmpl,2494,102,8,9.45
966,Mercedes-Benz CLA 200 CDI Sport,2017,13689,Diesel,Automatic,First,17.9 kmpl,2143,136,5,28.25
967,Hyundai i10 Era,2008,84000,Petrol,Manual,Second,19.81 kmpl,1086,68.05,5,1.8
968,Maruti Swift Dzire VXi,2008,47000,Petrol,Manual,Second,17.5 kmpl,1298,85.8,5,1.4
969,Skoda Rapid 1.5 TDI AT Ambition,2015,60001,Diesel,Automatic,First,21.66 kmpl,1498,103.52,5,7.25
970,Maruti Ritz VDi,2012,96000,Diesel,Manual,First,21.1 kmpl,1248,73.9,5,3.6
971,Hyundai Accent GLS 1.6,2004,47300,Petrol,Manual,Second,14.4 kmpl,1599,94,5,1.2
972,Honda Amaze SX i-VTEC,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198,86.7,5,4.94
