Customer_id,International plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Attrition
1371,No,179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1,FALSE
1372,No,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,FALSE
1373,No,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,FALSE
1374,No,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,TRUE
1375,No,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,FALSE
1376,No,214.3,112,36.43,188.2,107,16,333.5,117,15.01,11.3,10,3.05,0,FALSE
1377,No,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,TRUE
1378,No,156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1,FALSE
1379,Yes,142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1,FALSE
1380,No,202.4,115,34.41,230.7,115,19.61,202,127,9.09,10.2,2,2.75,3,FALSE
1381,No,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12,2,3.24,1,FALSE
1382,No,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1,FALSE
1383,No,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,FALSE
1384,No,138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,2,FALSE
1385,No,51.9,108,8.82,162,83,13.77,223.5,115,10.06,10.1,3,2.73,3,FALSE
1386,No,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,FALSE
1387,No,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,FALSE
1388,No,126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,FALSE
1389,Yes,197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,4,FALSE
1390,No,194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1,FALSE
1391,No,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,FALSE
1392,No,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,FALSE
1393,No,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,TRUE
1394,No,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,FALSE
1395,No,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,FALSE
1396,No,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,FALSE
1397,Yes,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,FALSE
1398,No,0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1,FALSE
1399,No,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1,FALSE
1400,No,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,FALSE
1401,No,132,90,22.44,197.5,75,16.79,175.8,114,7.91,0,0,0,3,FALSE
1402,No,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,FALSE
1403,No,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,FALSE
1404,No,175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,0,FALSE
1405,No,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,FALSE
1406,No,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,TRUE
1407,No,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,FALSE
1408,No,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,TRUE
1409,No,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,FALSE
1410,No,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,FALSE
1411,No,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,FALSE
1412,No,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,FALSE
1413,No,135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1,FALSE
1414,No,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,FALSE
1415,No,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,FALSE
1416,No,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,FALSE
1417,No,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,FALSE
1418,No,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,FALSE
1419,Yes,235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,FALSE
1420,No,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,FALSE
1421,Yes,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,TRUE
1422,No,264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,FALSE
1423,No,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,FALSE
1424,Yes,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,FALSE
1425,No,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,FALSE
1426,No,119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,2,FALSE
1427,No,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,FALSE
1428,No,250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,2,FALSE
1429,Yes,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,FALSE
1430,No,209.8,130,35.67,196.6,84,16.71,233,79,10.49,7,7,1.89,1,FALSE
1431,No,198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,FALSE
1432,No,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,FALSE
1433,No,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,FALSE
1434,No,220.9,107,37.55,192.2,97,16.34,161,74,7.25,12.2,2,3.29,1,FALSE
1435,No,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,FALSE
1436,Yes,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3,0,TRUE
1437,No,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,FALSE
1438,Yes,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,FALSE
1439,No,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,FALSE
1440,No,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,FALSE
1441,No,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5,10,1.35,1,FALSE
1442,No,274.9,102,46.73,186.6,118,15.86,245,123,11.03,8.8,2,2.38,1,FALSE
1443,No,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,TRUE
1444,Yes,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,FALSE
1445,No,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,FALSE
1446,No,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,FALSE
1447,No,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,FALSE
1448,No,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,FALSE
1449,No,242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,4,FALSE
1450,No,221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,4,FALSE
1451,No,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,FALSE
1452,No,219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,2,FALSE
1453,No,144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,2,FALSE
1454,No,236.5,111,40.21,117,110,9.95,221.1,115,9.95,8.1,3,2.19,2,FALSE
1455,No,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,TRUE
1456,No,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,FALSE
1457,No,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,FALSE
1458,No,133.4,113,22.68,121,92,10.29,254.7,129,11.46,5.9,4,1.59,1,FALSE
1459,No,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,FALSE
1460,No,197,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,FALSE
1461,No,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,FALSE
1462,No,39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,0,FALSE
1463,No,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,FALSE
1464,No,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,FALSE
1465,No,183.4,85,31.18,237.6,100,20.2,228,94,10.26,9,5,2.43,3,FALSE
1466,No,132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1,FALSE
1467,No,63.2,108,10.74,220.2,88,18.72,184,99,8.28,5.1,3,1.38,0,FALSE
1468,Yes,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,TRUE
1469,No,117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,3,FALSE
1470,No,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,0,FALSE
1471,No,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,FALSE
1472,No,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,FALSE
1473,Yes,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12,7,3.24,1,TRUE
1474,Yes,266.1,120,45.24,182,92,15.47,206.5,103,9.29,10.3,4,2.78,1,FALSE
1475,No,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,FALSE
1476,No,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,FALSE
1477,No,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,FALSE
1478,No,168.6,102,28.66,298,117,25.33,194.7,110,8.76,9.8,5,2.65,1,FALSE
1479,No,253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,2,FALSE
1480,No,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,FALSE
1481,No,87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,0,FALSE
1482,No,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,2,FALSE
1483,No,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,FALSE
1484,Yes,234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1,FALSE
1485,Yes,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,TRUE
1486,No,133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1,FALSE
1487,No,160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,0,FALSE
1488,No,230.6,94,39.2,224.1,103,19.05,244,76,10.98,11.1,2,3,0,FALSE
1489,No,227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,2,FALSE
1490,No,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2,FALSE
1491,No,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1,FALSE
1492,No,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,FALSE
1493,No,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,FALSE
1494,No,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,TRUE
1495,No,216,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,FALSE
1496,No,222.9,136,37.89,262,80,22.27,191.4,101,8.61,10.8,4,2.92,0,FALSE
1497,No,115.9,120,19.7,236.6,95,20.11,255,90,11.48,11.7,6,3.16,3,FALSE
1498,No,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,FALSE
1499,No,154.7,102,26.3,298,108,25.33,210.2,95,9.46,11.1,3,3,0,FALSE
1500,No,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,FALSE
1501,No,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,FALSE
1502,No,272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,0,FALSE
1503,No,210,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,FALSE
1504,Yes,236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,2,FALSE
1505,No,153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,2,FALSE
1506,No,223,120,37.91,227,98,19.3,188.3,125,8.47,8.8,5,2.38,1,FALSE
1507,No,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,FALSE
1508,No,197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12,6,3.24,1,FALSE
1509,No,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,FALSE
1510,No,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,FALSE
1511,No,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,FALSE
1512,No,197.3,91,33.54,305.8,81,25.99,171,105,7.69,6.7,6,1.81,1,FALSE
1513,No,199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1,FALSE
1514,No,233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12,2,3.24,2,FALSE
1515,No,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7,3,1.89,1,FALSE
1516,No,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10,5,2.7,2,FALSE
1517,No,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,TRUE
1518,No,207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1,FALSE
1519,No,139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,2,FALSE
1520,No,177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,2,FALSE
1521,No,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,FALSE
1522,No,173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,3,FALSE
1523,No,159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1,FALSE
1524,No,115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,2,FALSE
1525,No,136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,2,FALSE
1526,No,92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1,FALSE
1527,No,243.9,112,41.46,133,106,11.31,213.7,123,9.62,13.4,11,3.62,2,FALSE
1528,No,117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9,2,2.43,0,FALSE
1529,No,223.3,99,37.96,167.1,128,14.2,203,84,9.14,4.5,4,1.22,0,TRUE
1530,No,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,FALSE
1531,No,261.4,141,44.44,215.7,102,18.33,271.8,96,12.23,8,6,2.16,1,TRUE
1532,Yes,46.5,104,7.91,186,114,15.81,167.5,95,7.54,9.6,4,2.59,4,TRUE
1533,No,149.9,84,25.48,170.9,84,14.53,171.5,112,7.72,11.5,7,3.11,0,TRUE
1534,Yes,242.2,102,41.17,226.1,80,19.22,252,96,11.34,13.9,5,3.75,2,TRUE
1535,No,259.4,99,44.1,172.7,125,14.68,293.7,78,13.22,10.7,6,2.89,1,TRUE
1536,No,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12,8,3.24,2,FALSE
1537,No,69.4,79,11.8,190.8,109,16.22,219.9,102,9.9,8.9,5,2.4,0,FALSE
1538,Yes,156.5,122,26.61,209.2,125,17.78,158.7,81,7.14,11.1,3,3,4,TRUE
1539,No,61.2,111,10.4,92.3,88,7.85,197.4,114,8.88,13.7,3,3.7,5,TRUE
1540,Yes,245.2,112,41.68,101.5,101,8.63,152.3,116,6.85,10.7,5,2.89,0,FALSE
1541,No,102.3,100,17.39,135.2,104,11.49,199.7,93,8.99,15.7,10,4.24,3,FALSE
1542,No,230.9,92,39.25,167.6,121,14.25,270,87,12.15,7.6,4,2.05,3,FALSE
1543,Yes,227.4,105,38.66,211.5,120,17.98,258.2,113,11.62,11.9,3,3.21,0,FALSE
1544,No,192.8,68,32.78,158,86,13.43,235.5,105,10.6,12.7,6,3.43,1,FALSE
1545,No,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,FALSE
1546,No,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11,1,2.97,2,FALSE
1547,No,137.2,111,23.32,165.9,119,14.1,182.3,72,8.2,14.3,4,3.86,1,FALSE
1548,No,87.7,103,14.91,278.2,97,23.65,170.6,93,7.68,10.5,10,2.84,1,FALSE
1549,No,271.1,80,46.09,172,133,14.62,169.2,105,7.61,10.3,5,2.78,1,FALSE
1550,No,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,FALSE
1551,No,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,2,3.08,2,FALSE
1552,No,165.4,106,28.12,273.7,109,23.26,210,93,9.45,8.7,3,2.35,0,TRUE
1553,No,147.5,110,25.08,191.7,97,16.29,135,68,6.08,16.4,3,4.43,2,FALSE
1554,No,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,7,3.05,0,FALSE
1555,No,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,FALSE
1556,No,204.5,92,34.77,139.6,121,11.87,205,103,9.23,8.6,5,2.32,2,FALSE
1557,No,178.4,143,30.33,247,123,21,259.9,105,11.7,9.6,2,2.59,0,FALSE
1558,No,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,5,3.65,2,FALSE
1559,No,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4,2,FALSE
1560,No,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,3,1.59,2,FALSE
1561,No,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,4,2.4,0,FALSE
1562,No,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10,2,2.7,2,FALSE
1563,No,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,1,3.48,0,FALSE
1564,No,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,4,1.97,1,FALSE
1565,No,97.5,95,16.58,195.8,82,16.64,288.8,78,13,0,0,0,1,FALSE
1566,No,128.7,126,21.88,117.6,94,10,198.4,132,8.93,10.8,5,2.92,0,FALSE
1567,No,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,FALSE
1568,No,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,FALSE
1569,No,141.2,96,24,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,FALSE
1570,No,194.4,104,33.05,176,84,14.96,230.1,110,10.35,11.5,3,3.11,0,FALSE
1571,No,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,FALSE
1572,No,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,FALSE
1573,No,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,FALSE
1574,No,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,FALSE
1575,Yes,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,FALSE
1576,No,161.9,85,27.52,151.2,82,12.85,191,131,8.59,8.5,2,2.3,1,FALSE
1577,No,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,FALSE
1578,No,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,FALSE
1579,No,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,FALSE
1580,No,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,FALSE
1581,No,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,FALSE
1582,No,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,FALSE
1583,No,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9,2,2.43,1,FALSE
1584,No,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,FALSE
1585,No,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,FALSE
1586,No,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,TRUE
1587,No,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,FALSE
1588,No,216,111,36.72,153.7,115,13.06,227,74,10.22,12.7,4,3.43,1,FALSE
1589,Yes,180,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,FALSE
1590,No,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,FALSE
1591,No,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,FALSE
1592,No,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3,2,FALSE
1593,No,137.6,108,23.39,162,80,13.77,187.7,126,8.45,5.8,10,1.57,3,FALSE
1594,Yes,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,TRUE
1595,No,125.3,92,21.3,141.2,108,12,168.2,68,7.57,6.3,2,1.7,3,FALSE
1596,No,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,FALSE
1597,No,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,FALSE
1598,No,163,93,27.71,203.9,102,17.33,159,109,7.15,15.1,4,4.08,2,FALSE
1599,No,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,FALSE
1600,No,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,FALSE
1601,No,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,FALSE
1602,Yes,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,TRUE
1603,Yes,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,FALSE
1604,No,112,90,19.04,208,112,17.68,150.3,83,6.76,11.3,4,3.05,2,FALSE
1605,No,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,FALSE
1606,No,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3,1,FALSE
1607,No,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,FALSE
1608,No,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,FALSE
1609,No,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,FALSE
1610,No,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,FALSE
1611,Yes,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,FALSE
1612,No,95,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,FALSE
1613,No,160.1,87,27.22,256.7,120,21.82,270,107,12.15,7,1,1.89,2,FALSE
1614,No,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,FALSE
1615,No,236.4,73,40.19,287.3,120,24.42,192,94,8.64,13.8,4,3.73,1,TRUE
1616,No,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,FALSE
1617,No,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,FALSE
1618,Yes,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11,4,2.97,0,FALSE
1619,No,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,FALSE
1620,No,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,TRUE
1621,No,224,102,38.08,192,99,16.32,163.1,100,7.34,9.6,2,2.59,0,FALSE
1622,No,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,FALSE
1623,No,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,FALSE
1624,No,176.3,140,29.97,201,104,17.09,161.9,123,7.29,11.3,5,3.05,1,FALSE
1625,No,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3,2,FALSE
1626,No,224.7,121,38.2,294,131,24.99,290,61,13.05,9.8,6,2.65,0,FALSE
1627,No,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,FALSE
1628,No,196.8,81,33.46,168,110,14.28,132.6,98,5.97,12.7,7,3.43,2,FALSE
1629,No,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,FALSE
1630,No,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8,3,2.16,2,FALSE
1631,No,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,FALSE
1632,No,187,65,31.79,141.4,128,12.02,238.2,108,10.72,10,8,2.7,2,FALSE
1633,No,170.5,113,28.99,193.2,129,16.42,188,91,8.46,11.2,6,3.02,0,FALSE
1634,No,204.8,101,34.82,161,80,13.69,285.7,89,12.86,9.5,3,2.57,0,FALSE
1635,No,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12,5,3.24,2,FALSE
1636,No,154,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,TRUE
1637,No,158.1,104,26.88,322.2,81,27.39,210,96,9.45,8.9,6,2.4,1,FALSE
1638,No,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,FALSE
1639,No,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,TRUE
1640,No,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,FALSE
